sortie_id,cadet_id,instructor_id,aircraft_id,base_id,scheduled_start,scheduled_end,actual_start,actual_end,status,delay_minutes,cancel_reason,lesson_type,flight_duration_hrs
S02244,C074,I016,A001,Chennai,2025-05-27 15:00:00,2025-05-27 16:30:00,2025-05-27 15:19:00,2025-05-27 16:49:00,completed,19,,Night Flying,1.5
S02245,C137,I018,A012,Mysuru,2025-06-15 06:00:00,2025-06-15 07:30:00,2025-06-15 06:35:00,2025-06-15 08:05:00,completed,35,,Navigation,1.5
S02246,C068,I016,A017,Pune,2025-02-19 14:00:00,2025-02-19 15:30:00,2025-02-19 14:34:00,2025-02-19 16:04:00,completed,34,,Night Flying,1.5
S02247,C042,I010,A017,Chennai,2025-01-14 14:00:00,2025-01-14 15:30:00,2025-01-14 15:36:00,2025-01-14 17:06:00,delayed,96,,Circuit,1.5
S02248,C063,I013,A015,Mysuru,2025-05-02 13:00:00,2025-05-02 14:30:00,2025-05-02 13:32:00,2025-05-02 15:02:00,delayed,32,,Navigation,1.5
S02249,C118,I018,A012,Mysuru,2025-06-18 13:00:00,2025-06-18 14:30:00,2025-06-18 13:11:00,2025-06-18 14:41:00,completed,11,,Navigation,1.5
S02250,C073,I028,A013,Pune,2025-03-12 17:00:00,2025-03-12 18:30:00,,,cancelled,0,Weather,Circuit,
S02251,C085,I012,A015,Hyderabad,2025-03-04 18:00:00,2025-03-04 19:30:00,2025-03-04 18:37:00,2025-03-04 20:07:00,completed,37,,Cross Country,1.5
S02252,C091,I013,A016,Bangalore,2025-01-22 17:00:00,2025-01-22 18:30:00,2025-01-22 18:38:00,2025-01-22 20:08:00,delayed,98,,Night Flying,1.5
S02253,C093,I027,A006,Bangalore,2025-03-24 11:00:00,2025-03-24 12:30:00,2025-03-24 11:37:00,2025-03-24 13:07:00,completed,37,,Navigation,1.5
S02254,C195,I023,A016,Chennai,2025-05-06 18:00:00,2025-05-06 19:30:00,2025-05-06 18:01:00,2025-05-06 19:31:00,completed,1,,General Handling,1.5
S02255,C199,I014,A019,Mysuru,2025-04-22 07:00:00,2025-04-22 08:30:00,2025-04-22 08:23:00,2025-04-22 09:53:00,delayed,83,,Navigation,1.5
S02256,C149,I019,A006,Chennai,2025-05-16 10:00:00,2025-05-16 11:30:00,2025-05-16 10:24:00,2025-05-16 11:54:00,completed,24,,General Handling,1.5
S02257,C181,I021,A017,Bangalore,2025-01-24 06:00:00,2025-01-24 07:30:00,2025-01-24 06:42:00,2025-01-24 08:12:00,delayed,42,,Night Flying,1.5
S02258,C191,I006,A006,Chennai,2025-02-13 09:00:00,2025-02-13 10:30:00,2025-02-13 09:09:00,2025-02-13 10:39:00,completed,9,,Circuit,1.5
S02259,C050,I021,A010,Bangalore,2025-03-07 17:00:00,2025-03-07 18:30:00,2025-03-07 17:05:00,2025-03-07 18:35:00,completed,5,,Circuit,1.5
S02260,C155,I007,A020,Bangalore,2025-03-20 11:00:00,2025-03-20 12:30:00,2025-03-20 12:56:00,2025-03-20 14:26:00,delayed,116,,Circuit,1.5
S02261,C032,I021,A013,Mysuru,2025-01-16 14:00:00,2025-01-16 15:30:00,2025-01-16 14:20:00,2025-01-16 15:50:00,completed,20,,Circuit,1.5
S02262,C088,I018,A025,Bangalore,2025-01-07 16:00:00,2025-01-07 17:30:00,,,cancelled,0,Weather,Navigation,
S02263,C187,I021,A024,Mysuru,2025-03-18 11:00:00,2025-03-18 12:30:00,2025-03-18 11:42:00,2025-03-18 13:12:00,delayed,42,,General Handling,1.5
S02264,C109,I022,A002,Hyderabad,2025-02-06 11:00:00,2025-02-06 12:30:00,2025-02-06 11:20:00,2025-02-06 12:50:00,completed,20,,General Handling,1.5
S02265,C069,I003,A025,Mysuru,2025-04-07 18:00:00,2025-04-07 19:30:00,2025-04-07 18:45:00,2025-04-07 20:15:00,delayed,45,,Navigation,1.5
S02266,C086,I024,A025,Chennai,2025-02-21 08:00:00,2025-02-21 09:30:00,2025-02-21 08:38:00,2025-02-21 10:08:00,completed,38,,Night Flying,1.5
S02267,C054,I025,A017,Chennai,2025-03-02 12:00:00,2025-03-02 13:30:00,2025-03-02 12:32:00,2025-03-02 14:02:00,completed,32,,Night Flying,1.5
S02268,C174,I002,A007,Bangalore,2025-04-09 06:00:00,2025-04-09 07:30:00,2025-04-09 06:17:00,2025-04-09 07:47:00,completed,17,,Navigation,1.5
S02269,C080,I011,A017,Chennai,2025-03-23 12:00:00,2025-03-23 13:30:00,2025-03-23 13:40:00,2025-03-23 15:10:00,delayed,100,,Cross Country,1.5
S02270,C046,I022,A003,Hyderabad,2025-01-17 12:00:00,2025-01-17 13:30:00,2025-01-17 12:33:00,2025-01-17 14:03:00,delayed,33,,Cross Country,1.5
S02271,C147,I019,A016,Mysuru,2025-06-12 08:00:00,2025-06-12 09:30:00,2025-06-12 08:32:00,2025-06-12 10:02:00,delayed,32,,General Handling,1.5
S02272,C001,I013,A006,Bangalore,2025-05-22 14:00:00,2025-05-22 15:30:00,2025-05-22 14:06:00,2025-05-22 15:36:00,completed,6,,Circuit,1.5
S02273,C108,I001,A013,Hyderabad,2025-05-23 15:00:00,2025-05-23 16:30:00,2025-05-23 15:08:00,2025-05-23 16:38:00,completed,8,,General Handling,1.5
S02274,C169,I028,A001,Chennai,2025-05-26 11:00:00,2025-05-26 12:30:00,2025-05-26 11:28:00,2025-05-26 12:58:00,completed,28,,Navigation,1.5
S02275,C148,I023,A015,Hyderabad,2025-06-12 13:00:00,2025-06-12 14:30:00,2025-06-12 13:13:00,2025-06-12 14:43:00,completed,13,,Circuit,1.5
S02276,C099,I003,A024,Hyderabad,2025-04-06 13:00:00,2025-04-06 14:30:00,2025-04-06 13:10:00,2025-04-06 14:40:00,completed,10,,Circuit,1.5
S02277,C131,I013,A016,Hyderabad,2025-05-18 11:00:00,2025-05-18 12:30:00,2025-05-18 11:35:00,2025-05-18 13:05:00,completed,35,,Cross Country,1.5
S02278,C029,I014,A019,Bangalore,2025-01-11 05:00:00,2025-01-11 06:30:00,2025-01-11 05:29:00,2025-01-11 06:59:00,completed,29,,Night Flying,1.5
S02279,C015,I010,A012,Pune,2025-03-16 15:00:00,2025-03-16 16:30:00,,,cancelled,0,Aircraft Defect,Circuit,
S02280,C132,I023,A006,Bangalore,2025-01-01 05:00:00,2025-01-01 06:30:00,2025-01-01 06:31:00,2025-01-01 08:01:00,delayed,91,,General Handling,1.5
S02281,C084,I015,A013,Chennai,2025-06-03 09:00:00,2025-06-03 10:30:00,2025-06-03 09:24:00,2025-06-03 10:54:00,completed,24,,General Handling,1.5
S02282,C180,I028,A010,Hyderabad,2025-06-11 08:00:00,2025-06-11 09:30:00,2025-06-11 08:37:00,2025-06-11 10:07:00,completed,37,,Night Flying,1.5
S02283,C005,I012,A006,Bangalore,2025-03-14 05:00:00,2025-03-14 06:30:00,2025-03-14 05:10:00,2025-03-14 06:40:00,completed,10,,Night Flying,1.5
S02284,C055,I013,A006,Chennai,2025-05-25 06:00:00,2025-05-25 07:30:00,2025-05-25 07:08:00,2025-05-25 08:38:00,delayed,68,,Navigation,1.5
S02285,C074,I011,A010,Chennai,2025-04-12 16:00:00,2025-04-12 17:30:00,2025-04-12 16:07:00,2025-04-12 17:37:00,completed,7,,Circuit,1.5
S02286,C083,I008,A024,Bangalore,2025-05-23 09:00:00,2025-05-23 10:30:00,2025-05-23 09:27:00,2025-05-23 10:57:00,completed,27,,Circuit,1.5
S02287,C085,I006,A016,Hyderabad,2025-06-06 13:00:00,2025-06-06 14:30:00,2025-06-06 13:20:00,2025-06-06 14:50:00,completed,20,,General Handling,1.5
S02288,C144,I022,A014,Chennai,2025-06-12 09:00:00,2025-06-12 10:30:00,2025-06-12 09:28:00,2025-06-12 10:58:00,completed,28,,General Handling,1.5
S02289,C097,I011,A024,Pune,2025-03-04 15:00:00,2025-03-04 16:30:00,,,cancelled,0,Aircraft Defect,General Handling,
S02290,C096,I022,A023,Mysuru,2025-03-29 08:00:00,2025-03-29 09:30:00,2025-03-29 08:29:00,2025-03-29 09:59:00,completed,29,,Night Flying,1.5
S02291,C178,I010,A001,Hyderabad,2025-03-26 05:00:00,2025-03-26 06:30:00,2025-03-26 06:58:00,2025-03-26 08:28:00,delayed,118,,Circuit,1.5
S02292,C052,I029,A007,Hyderabad,2025-06-15 05:00:00,2025-06-15 06:30:00,2025-06-15 05:38:00,2025-06-15 07:08:00,completed,38,,Cross Country,1.5
S02293,C078,I009,A012,Bangalore,2025-01-02 05:00:00,2025-01-02 06:30:00,2025-01-02 05:11:00,2025-01-02 06:41:00,completed,11,,Cross Country,1.5
S02294,C031,I030,A015,Chennai,2025-05-23 16:00:00,2025-05-23 17:30:00,2025-05-23 18:00:00,2025-05-23 19:30:00,delayed,120,,Cross Country,1.5
S02295,C083,I029,A020,Bangalore,2025-04-11 13:00:00,2025-04-11 14:30:00,2025-04-11 13:05:00,2025-04-11 14:35:00,completed,5,,Navigation,1.5
S02296,C184,I008,A012,Bangalore,2025-05-18 05:00:00,2025-05-18 06:30:00,2025-05-18 05:28:00,2025-05-18 06:58:00,completed,28,,Navigation,1.5
S02297,C102,I026,A006,Pune,2025-04-01 18:00:00,2025-04-01 19:30:00,2025-04-01 19:18:00,2025-04-01 20:48:00,delayed,78,,Night Flying,1.5
S02298,C199,I029,A014,Mysuru,2025-04-02 11:00:00,2025-04-02 12:30:00,2025-04-02 11:52:00,2025-04-02 13:22:00,delayed,52,,Navigation,1.5
S02299,C121,I018,A025,Bangalore,2025-02-01 12:00:00,2025-02-01 13:30:00,2025-02-01 12:23:00,2025-02-01 13:53:00,completed,23,,Circuit,1.5
S02300,C142,I007,A014,Hyderabad,2025-04-24 05:00:00,2025-04-24 06:30:00,2025-04-24 05:14:00,2025-04-24 06:44:00,completed,14,,Navigation,1.5
S02301,C015,I020,A009,Pune,2025-03-13 15:00:00,2025-03-13 16:30:00,2025-03-13 17:00:00,2025-03-13 18:30:00,delayed,120,,General Handling,1.5
S02302,C136,I001,A013,Hyderabad,2025-02-19 06:00:00,2025-02-19 07:30:00,,,cancelled,0,ATC Restriction,Night Flying,
S02303,C096,I002,A011,Mysuru,2025-06-10 09:00:00,2025-06-10 10:30:00,2025-06-10 09:14:00,2025-06-10 10:44:00,completed,14,,Circuit,1.5
S02304,C170,I012,A015,Pune,2025-05-07 10:00:00,2025-05-07 11:30:00,2025-05-07 10:02:00,2025-05-07 11:32:00,completed,2,,General Handling,1.5
S02305,C017,I023,A006,Hyderabad,2025-05-07 16:00:00,2025-05-07 17:30:00,2025-05-07 16:38:00,2025-05-07 18:08:00,completed,38,,Circuit,1.5
S02306,C128,I019,A006,Hyderabad,2025-01-02 08:00:00,2025-01-02 09:30:00,2025-01-02 08:40:00,2025-01-02 10:10:00,completed,40,,Cross Country,1.5
S02307,C185,I029,A005,Hyderabad,2025-01-29 18:00:00,2025-01-29 19:30:00,2025-01-29 18:17:00,2025-01-29 19:47:00,completed,17,,Night Flying,1.5
S02308,C050,I030,A016,Bangalore,2025-05-09 12:00:00,2025-05-09 13:30:00,2025-05-09 12:10:00,2025-05-09 13:40:00,completed,10,,Night Flying,1.5
S02309,C060,I006,A015,Mysuru,2025-02-19 15:00:00,2025-02-19 16:30:00,2025-02-19 15:36:00,2025-02-19 17:06:00,completed,36,,Night Flying,1.5
S02310,C066,I030,A006,Bangalore,2025-05-25 07:00:00,2025-05-25 08:30:00,2025-05-25 07:04:00,2025-05-25 08:34:00,completed,4,,Night Flying,1.5
S02311,C153,I005,A003,Hyderabad,2025-02-02 16:00:00,2025-02-02 17:30:00,2025-02-02 16:04:00,2025-02-02 17:34:00,completed,4,,Circuit,1.5
S02312,C101,I006,A016,Chennai,2025-03-08 14:00:00,2025-03-08 15:30:00,2025-03-08 14:14:00,2025-03-08 15:44:00,completed,14,,Night Flying,1.5
S02313,C192,I004,A015,Chennai,2025-03-12 08:00:00,2025-03-12 09:30:00,2025-03-12 08:01:00,2025-03-12 09:31:00,completed,1,,Night Flying,1.5
S02314,C113,I002,A019,Mysuru,2025-06-07 09:00:00,2025-06-07 10:30:00,2025-06-07 09:35:00,2025-06-07 11:05:00,completed,35,,Cross Country,1.5
S02315,C178,I006,A006,Hyderabad,2025-01-01 11:00:00,2025-01-01 12:30:00,2025-01-01 11:03:00,2025-01-01 12:33:00,completed,3,,General Handling,1.5
S02316,C122,I001,A010,Bangalore,2025-04-21 18:00:00,2025-04-21 19:30:00,2025-04-21 18:26:00,2025-04-21 19:56:00,completed,26,,General Handling,1.5
S02317,C008,I027,A006,Mysuru,2025-02-01 15:00:00,2025-02-01 16:30:00,2025-02-01 15:33:00,2025-02-01 17:03:00,completed,33,,Cross Country,1.5
S02318,C162,I027,A006,Mysuru,2025-05-07 10:00:00,2025-05-07 11:30:00,2025-05-07 10:33:00,2025-05-07 12:03:00,completed,33,,Navigation,1.5
S02319,C063,I014,A008,Mysuru,2025-02-27 05:00:00,2025-02-27 06:30:00,2025-02-27 05:17:00,2025-02-27 06:47:00,completed,17,,Cross Country,1.5
S02320,C143,I023,A016,Chennai,2025-05-17 12:00:00,2025-05-17 13:30:00,2025-05-17 12:20:00,2025-05-17 13:50:00,completed,20,,Navigation,1.5
S02321,C055,I016,A013,Chennai,2025-04-11 08:00:00,2025-04-11 09:30:00,2025-04-11 08:21:00,2025-04-11 09:51:00,completed,21,,Navigation,1.5
S02322,C130,I029,A008,Chennai,2025-05-27 17:00:00,2025-05-27 18:30:00,2025-05-27 17:01:00,2025-05-27 18:31:00,completed,1,,Circuit,1.5
S02323,C044,I015,A012,Pune,2025-06-26 11:00:00,2025-06-26 12:30:00,2025-06-26 11:39:00,2025-06-26 13:09:00,delayed,39,,Circuit,1.5
S02324,C090,I019,A006,Bangalore,2025-02-20 07:00:00,2025-02-20 08:30:00,2025-02-20 07:21:00,2025-02-20 08:51:00,completed,21,,General Handling,1.5
S02325,C050,I022,A009,Bangalore,2025-01-17 15:00:00,2025-01-17 16:30:00,2025-01-17 16:50:00,2025-01-17 18:20:00,delayed,110,,Navigation,1.5
S02326,C132,I004,A015,Bangalore,2025-01-08 12:00:00,2025-01-08 13:30:00,2025-01-08 12:27:00,2025-01-08 13:57:00,completed,27,,Navigation,1.5
S02327,C049,I006,A015,Mysuru,2025-06-01 17:00:00,2025-06-01 18:30:00,2025-06-01 17:40:00,2025-06-01 19:10:00,completed,40,,General Handling,1.5
S02328,C127,I016,A024,Bangalore,2025-03-06 08:00:00,2025-03-06 09:30:00,2025-03-06 08:06:00,2025-03-06 09:36:00,completed,6,,Cross Country,1.5
S02329,C012,I017,A006,Mysuru,2025-03-03 10:00:00,2025-03-03 11:30:00,2025-03-03 10:36:00,2025-03-03 12:06:00,delayed,36,,General Handling,1.5
S02330,C148,I011,A001,Hyderabad,2025-05-14 17:00:00,2025-05-14 18:30:00,2025-05-14 18:00:00,2025-05-14 19:30:00,delayed,60,,Navigation,1.5
S02331,C124,I005,A004,Chennai,2025-06-03 14:00:00,2025-06-03 15:30:00,2025-06-03 14:28:00,2025-06-03 15:58:00,completed,28,,Navigation,1.5
S02332,C110,I005,A008,Bangalore,2025-06-10 12:00:00,2025-06-10 13:30:00,2025-06-10 13:44:00,2025-06-10 15:14:00,delayed,104,,Navigation,1.5
S02333,C111,I012,A016,Mysuru,2025-01-22 05:00:00,2025-01-22 06:30:00,2025-01-22 05:02:00,2025-01-22 06:32:00,completed,2,,Cross Country,1.5
S02334,C005,I006,A015,Bangalore,2025-03-22 18:00:00,2025-03-22 19:30:00,2025-03-22 18:04:00,2025-03-22 19:34:00,completed,4,,Circuit,1.5
S02335,C075,I005,A003,Chennai,2025-01-16 17:00:00,2025-01-16 18:30:00,2025-01-16 17:28:00,2025-01-16 18:58:00,completed,28,,Navigation,1.5
S02336,C183,I004,A016,Bangalore,2025-03-19 14:00:00,2025-03-19 15:30:00,2025-03-19 14:40:00,2025-03-19 16:10:00,completed,40,,Cross Country,1.5
S02337,C130,I030,A016,Chennai,2025-01-17 06:00:00,2025-01-17 07:30:00,2025-01-17 06:03:00,2025-01-17 07:33:00,completed,3,,Night Flying,1.5
S02338,C114,I013,A016,Pune,2025-01-14 09:00:00,2025-01-14 10:30:00,2025-01-14 09:24:00,2025-01-14 10:54:00,completed,24,,Cross Country,1.5
S02339,C191,I019,A015,Chennai,2025-01-25 14:00:00,2025-01-25 15:30:00,2025-01-25 14:26:00,2025-01-25 15:56:00,completed,26,,Circuit,1.5
S02340,C052,I027,A016,Hyderabad,2025-06-03 17:00:00,2025-06-03 18:30:00,2025-06-03 17:39:00,2025-06-03 19:09:00,completed,39,,Navigation,1.5
S02341,C017,I010,A001,Hyderabad,2025-04-27 11:00:00,2025-04-27 12:30:00,,,cancelled,0,Weather,Cross Country,
S02342,C097,I005,A019,Pune,2025-04-20 14:00:00,2025-04-20 15:30:00,2025-04-20 14:39:00,2025-04-20 16:09:00,completed,39,,Navigation,1.5
S02343,C084,I011,A013,Chennai,2025-03-28 15:00:00,2025-03-28 16:30:00,2025-03-28 15:01:00,2025-03-28 16:31:00,completed,1,,Cross Country,1.5
S02344,C146,I025,A017,Bangalore,2025-05-13 10:00:00,2025-05-13 11:30:00,2025-05-13 10:37:00,2025-05-13 12:07:00,completed,37,,Circuit,1.5
S02345,C132,I001,A024,Bangalore,2025-01-28 06:00:00,2025-01-28 07:30:00,2025-01-28 06:00:00,2025-01-28 07:30:00,completed,0,,Night Flying,1.5
S02346,C088,I003,A010,Bangalore,2025-01-18 14:00:00,2025-01-18 15:30:00,2025-01-18 14:12:00,2025-01-18 15:42:00,completed,12,,Night Flying,1.5
S02347,C094,I003,A024,Bangalore,2025-02-02 15:00:00,2025-02-02 16:30:00,2025-02-02 15:32:00,2025-02-02 17:02:00,completed,32,,General Handling,1.5
S02348,C041,I024,A013,Mysuru,2025-04-01 11:00:00,2025-04-01 12:30:00,2025-04-01 12:31:00,2025-04-01 14:01:00,delayed,91,,Night Flying,1.5
S02349,C142,I012,A006,Hyderabad,2025-04-24 07:00:00,2025-04-24 08:30:00,2025-04-24 07:15:00,2025-04-24 08:45:00,completed,15,,Circuit,1.5
S02350,C091,I006,A006,Bangalore,2025-01-12 05:00:00,2025-01-12 06:30:00,2025-01-12 05:08:00,2025-01-12 06:38:00,completed,8,,General Handling,1.5
S02351,C008,I013,A006,Mysuru,2025-05-30 11:00:00,2025-05-30 12:30:00,2025-05-30 12:35:00,2025-05-30 14:05:00,delayed,95,,General Handling,1.5
S02352,C020,I010,A013,Pune,2025-03-21 14:00:00,2025-03-21 15:30:00,2025-03-21 14:34:00,2025-03-21 16:04:00,completed,34,,Circuit,1.5
S02353,C067,I019,A016,Pune,2025-02-07 12:00:00,2025-02-07 13:30:00,2025-02-07 12:19:00,2025-02-07 13:49:00,completed,19,,Night Flying,1.5
S02354,C133,I020,A009,Bangalore,2025-03-29 09:00:00,2025-03-29 10:30:00,2025-03-29 10:17:00,2025-03-29 11:47:00,delayed,77,,Navigation,1.5
S02355,C045,I004,A015,Hyderabad,2025-05-13 14:00:00,2025-05-13 15:30:00,2025-05-13 15:54:00,2025-05-13 17:24:00,delayed,114,,Circuit,1.5
S02356,C106,I018,A025,Chennai,2025-01-15 08:00:00,2025-01-15 09:30:00,2025-01-15 09:34:00,2025-01-15 11:04:00,delayed,94,,Night Flying,1.5
S02357,C012,I014,A009,Mysuru,2025-01-14 11:00:00,2025-01-14 12:30:00,2025-01-14 12:14:00,2025-01-14 13:44:00,delayed,74,,Circuit,1.5
S02358,C104,I012,A006,Pune,2025-02-21 15:00:00,2025-02-21 16:30:00,2025-02-21 15:12:00,2025-02-21 16:42:00,completed,12,,Navigation,1.5
S02359,C178,I021,A017,Hyderabad,2025-03-29 08:00:00,2025-03-29 09:30:00,2025-03-29 09:55:00,2025-03-29 11:25:00,delayed,115,,Cross Country,1.5
S02360,C177,I026,A016,Mysuru,2025-06-27 16:00:00,2025-06-27 17:30:00,2025-06-27 16:29:00,2025-06-27 17:59:00,completed,29,,Night Flying,1.5
S02361,C048,I002,A002,Pune,2025-06-27 10:00:00,2025-06-27 11:30:00,2025-06-27 10:37:00,2025-06-27 12:07:00,completed,37,,Night Flying,1.5
S02362,C005,I024,A012,Bangalore,2025-03-27 14:00:00,2025-03-27 15:30:00,2025-03-27 14:19:00,2025-03-27 15:49:00,completed,19,,Cross Country,1.5
S02363,C153,I024,A001,Hyderabad,2025-03-26 07:00:00,2025-03-26 08:30:00,2025-03-26 07:06:00,2025-03-26 08:36:00,completed,6,,Cross Country,1.5
S02364,C094,I025,A024,Bangalore,2025-01-11 12:00:00,2025-01-11 13:30:00,2025-01-11 12:14:00,2025-01-11 13:44:00,completed,14,,Navigation,1.5
S02365,C023,I019,A006,Pune,2025-06-13 08:00:00,2025-06-13 09:30:00,2025-06-13 08:14:00,2025-06-13 09:44:00,completed,14,,Cross Country,1.5
S02366,C006,I017,A015,Chennai,2025-06-09 08:00:00,2025-06-09 09:30:00,2025-06-09 08:15:00,2025-06-09 09:45:00,completed,15,,Cross Country,1.5
S02367,C145,I021,A010,Bangalore,2025-03-26 17:00:00,2025-03-26 18:30:00,2025-03-26 17:24:00,2025-03-26 18:54:00,completed,24,,Circuit,1.5
S02368,C122,I029,A004,Bangalore,2025-04-13 07:00:00,2025-04-13 08:30:00,2025-04-13 07:00:00,2025-04-13 08:30:00,completed,0,,General Handling,1.5
S02369,C157,I016,A025,Pune,2025-01-03 06:00:00,2025-01-03 07:30:00,2025-01-03 06:22:00,2025-01-03 07:52:00,completed,22,,Navigation,1.5
S02370,C006,I011,A013,Chennai,2025-05-23 06:00:00,2025-05-23 07:30:00,2025-05-23 06:09:00,2025-05-23 07:39:00,completed,9,,General Handling,1.5
S02371,C062,I001,A017,Pune,2025-04-23 08:00:00,2025-04-23 09:30:00,2025-04-23 09:50:00,2025-04-23 11:20:00,delayed,110,,Night Flying,1.5
S02372,C187,I010,A025,Mysuru,2025-04-03 05:00:00,2025-04-03 06:30:00,2025-04-03 05:01:00,2025-04-03 06:31:00,completed,1,,Circuit,1.5
S02373,C184,I011,A001,Bangalore,2025-02-20 09:00:00,2025-02-20 10:30:00,,,cancelled,0,Weather,Circuit,
S02374,C018,I017,A006,Bangalore,2025-02-26 09:00:00,2025-02-26 10:30:00,2025-02-26 09:11:00,2025-02-26 10:41:00,completed,11,,General Handling,1.5
S02375,C016,I002,A014,Hyderabad,2025-05-22 08:00:00,2025-05-22 09:30:00,2025-05-22 08:11:00,2025-05-22 09:41:00,completed,11,,Circuit,1.5
S02376,C197,I005,A022,Pune,2025-01-06 07:00:00,2025-01-06 08:30:00,2025-01-06 07:16:00,2025-01-06 08:46:00,completed,16,,Navigation,1.5
S02377,C049,I001,A010,Mysuru,2025-01-06 18:00:00,2025-01-06 19:30:00,2025-01-06 18:08:00,2025-01-06 19:38:00,completed,8,,Cross Country,1.5
S02378,C193,I009,A012,Chennai,2025-06-17 17:00:00,2025-06-17 18:30:00,,,cancelled,0,Instructor Unavailable,Navigation,
S02379,C050,I022,A020,Bangalore,2025-03-28 08:00:00,2025-03-28 09:30:00,2025-03-28 08:19:00,2025-03-28 09:49:00,completed,19,,Cross Country,1.5
S02380,C076,I006,A006,Bangalore,2025-03-03 10:00:00,2025-03-03 11:30:00,2025-03-03 10:23:00,2025-03-03 11:53:00,completed,23,,Circuit,1.5
S02381,C117,I025,A001,Mysuru,2025-05-15 17:00:00,2025-05-15 18:30:00,2025-05-15 17:39:00,2025-05-15 19:09:00,completed,39,,Cross Country,1.5
S02382,C084,I028,A017,Chennai,2025-01-17 06:00:00,2025-01-17 07:30:00,2025-01-17 06:09:00,2025-01-17 07:39:00,completed,9,,Circuit,1.5
S02383,C088,I030,A015,Bangalore,2025-02-18 08:00:00,2025-02-18 09:30:00,2025-02-18 08:34:00,2025-02-18 10:04:00,completed,34,,Cross Country,1.5
S02384,C128,I012,A006,Hyderabad,2025-06-27 10:00:00,2025-06-27 11:30:00,2025-06-27 10:20:00,2025-06-27 11:50:00,completed,20,,Night Flying,1.5
S02385,C064,I019,A015,Bangalore,2025-04-20 15:00:00,2025-04-20 16:30:00,2025-04-20 15:15:00,2025-04-20 16:45:00,completed,15,,Navigation,1.5
S02386,C071,I020,A020,Mysuru,2025-06-07 14:00:00,2025-06-07 15:30:00,2025-06-07 14:12:00,2025-06-07 15:42:00,completed,12,,Night Flying,1.5
S02387,C103,I025,A010,Pune,2025-03-17 17:00:00,2025-03-17 18:30:00,2025-03-17 17:09:00,2025-03-17 18:39:00,completed,9,,General Handling,1.5
S02388,C098,I016,A017,Hyderabad,2025-03-05 05:00:00,2025-03-05 06:30:00,2025-03-05 05:40:00,2025-03-05 07:10:00,completed,40,,General Handling,1.5
S02389,C080,I010,A017,Chennai,2025-02-02 18:00:00,2025-02-02 19:30:00,,,cancelled,0,Aircraft Defect,Night Flying,
S02390,C020,I027,A016,Pune,2025-05-30 12:00:00,2025-05-30 13:30:00,2025-05-30 12:13:00,2025-05-30 13:43:00,completed,13,,Navigation,1.5
S02391,C087,I011,A017,Bangalore,2025-05-01 17:00:00,2025-05-01 18:30:00,2025-05-01 17:39:00,2025-05-01 19:09:00,completed,39,,Navigation,1.5
S02392,C195,I016,A013,Chennai,2025-02-12 13:00:00,2025-02-12 14:30:00,2025-02-12 13:24:00,2025-02-12 14:54:00,completed,24,,Night Flying,1.5
S02393,C014,I028,A024,Pune,2025-04-06 12:00:00,2025-04-06 13:30:00,2025-04-06 12:33:00,2025-04-06 14:03:00,completed,33,,Cross Country,1.5
S02394,C100,I013,A006,Bangalore,2025-02-15 10:00:00,2025-02-15 11:30:00,2025-02-15 11:17:00,2025-02-15 12:47:00,delayed,77,,Night Flying,1.5
S02395,C118,I006,A016,Mysuru,2025-06-27 12:00:00,2025-06-27 13:30:00,2025-06-27 12:31:00,2025-06-27 14:01:00,completed,31,,Cross Country,1.5
S02396,C119,I011,A001,Hyderabad,2025-03-10 14:00:00,2025-03-10 15:30:00,2025-03-10 14:25:00,2025-03-10 15:55:00,completed,25,,Night Flying,1.5
S02397,C031,I007,A020,Chennai,2025-06-16 05:00:00,2025-06-16 06:30:00,2025-06-16 05:13:00,2025-06-16 06:43:00,completed,13,,Circuit,1.5
S02398,C191,I014,A004,Chennai,2025-02-21 12:00:00,2025-02-21 13:30:00,2025-02-21 13:00:00,2025-02-21 14:30:00,delayed,60,,Cross Country,1.5
S02399,C067,I004,A006,Pune,2025-02-25 09:00:00,2025-02-25 10:30:00,2025-02-25 09:27:00,2025-02-25 10:57:00,completed,27,,Cross Country,1.5
S02400,C015,I029,A023,Pune,2025-05-27 07:00:00,2025-05-27 08:30:00,2025-05-27 07:23:00,2025-05-27 08:53:00,completed,23,,General Handling,1.5
S02401,C122,I009,A012,Bangalore,2025-05-21 06:00:00,2025-05-21 07:30:00,2025-05-21 06:47:00,2025-05-21 08:17:00,delayed,47,,Navigation,1.5
S02402,C125,I006,A006,Bangalore,2025-03-17 12:00:00,2025-03-17 13:30:00,2025-03-17 12:33:00,2025-03-17 14:03:00,completed,33,,General Handling,1.5
S02403,C033,I007,A021,Mysuru,2025-02-28 14:00:00,2025-02-28 15:30:00,2025-02-28 14:35:00,2025-02-28 16:05:00,delayed,35,,Cross Country,1.5
S02404,C183,I006,A006,Bangalore,2025-05-12 14:00:00,2025-05-12 15:30:00,2025-05-12 14:21:00,2025-05-12 15:51:00,completed,21,,Cross Country,1.5
S02405,C180,I009,A010,Hyderabad,2025-04-26 12:00:00,2025-04-26 13:30:00,2025-04-26 13:25:00,2025-04-26 14:55:00,delayed,85,,Cross Country,1.5
S02406,C068,I002,A003,Pune,2025-04-05 17:00:00,2025-04-05 18:30:00,,,cancelled,0,Aircraft Defect,Cross Country,
