sortie_id,cadet_id,instructor_id,aircraft_id,base_id,scheduled_start,scheduled_end,actual_start,actual_end,status,delay_minutes,cancel_reason,lesson_type
S00638,C101,I020,A022,Chennai,2025-02-11 12:00:00,2025-02-11 13:30:00,2025-02-11 12:22:00,2025-02-11 13:52:00,completed,22,,Night Flying
S00639,C084,I010,A012,Chennai,2025-05-13 17:00:00,2025-05-13 18:30:00,,,cancelled,0,Weather,General Handling
S00640,C091,I023,A015,Bangalore,2025-02-12 10:00:00,2025-02-12 11:30:00,2025-02-12 10:46:00,2025-02-12 12:16:00,delayed,46,,General Handling
S00641,C187,I029,A014,Mysuru,2025-01-31 17:00:00,2025-01-31 18:30:00,2025-01-31 17:33:00,2025-01-31 19:03:00,delayed,33,,General Handling
S00642,C052,I030,A016,Hyderabad,2025-04-20 09:00:00,2025-04-20 10:30:00,2025-04-20 09:33:00,2025-04-20 11:03:00,completed,33,,Navigation
S00643,C105,I028,A012,Bangalore,2025-03-09 16:00:00,2025-03-09 17:30:00,,,cancelled,0,Aircraft Defect,Night Flying
S00644,C026,I004,A006,Mysuru,2025-06-10 06:00:00,2025-06-10 07:30:00,2025-06-10 06:31:00,2025-06-10 08:01:00,completed,31,,Cross Country
S00645,C157,I011,A024,Pune,2025-05-11 10:00:00,2025-05-11 11:30:00,2025-05-11 10:03:00,2025-05-11 11:33:00,completed,3,,Cross Country
S00646,C180,I023,A015,Hyderabad,2025-05-26 07:00:00,2025-05-26 08:30:00,2025-05-26 07:23:00,2025-05-26 08:53:00,completed,23,,Circuit
S00647,C172,I018,A001,Chennai,2025-03-07 17:00:00,2025-03-07 18:30:00,,,cancelled,0,Weather,Navigation
S00648,C036,I029,A022,Chennai,2025-05-27 15:00:00,2025-05-27 16:30:00,2025-05-27 15:07:00,2025-05-27 16:37:00,completed,7,,Circuit
S00649,C007,I007,A021,Pune,2025-05-11 05:00:00,2025-05-11 06:30:00,2025-05-11 05:02:00,2025-05-11 06:32:00,completed,2,,Navigation
S00650,C155,I017,A016,Bangalore,2025-03-04 05:00:00,2025-03-04 06:30:00,2025-03-04 06:30:00,2025-03-04 08:00:00,delayed,90,,General Handling
S00651,C032,I001,A017,Mysuru,2025-04-09 07:00:00,2025-04-09 08:30:00,,,cancelled,0,ATC Restriction,Circuit
S00652,C057,I023,A016,Mysuru,2025-01-10 13:00:00,2025-01-10 14:30:00,2025-01-10 13:26:00,2025-01-10 14:56:00,completed,26,,Circuit
S00653,C199,I010,A013,Mysuru,2025-03-24 08:00:00,2025-03-24 09:30:00,2025-03-24 08:26:00,2025-03-24 09:56:00,completed,26,,General Handling
S00654,C110,I011,A010,Bangalore,2025-03-11 18:00:00,2025-03-11 19:30:00,2025-03-11 18:04:00,2025-03-11 19:34:00,completed,4,,Night Flying
S00655,C193,I021,A017,Chennai,2025-04-06 06:00:00,2025-04-06 07:30:00,2025-04-06 06:32:00,2025-04-06 08:02:00,completed,32,,Navigation
S00656,C132,I016,A017,Bangalore,2025-02-15 08:00:00,2025-02-15 09:30:00,2025-02-15 08:33:00,2025-02-15 10:03:00,completed,33,,Navigation
S00657,C130,I012,A015,Chennai,2025-04-13 06:00:00,2025-04-13 07:30:00,2025-04-13 06:29:00,2025-04-13 07:59:00,completed,29,,General Handling
S00658,C056,I028,A001,Chennai,2025-03-21 10:00:00,2025-03-21 11:30:00,2025-03-21 10:41:00,2025-03-21 12:11:00,delayed,41,,Night Flying
S00659,C112,I021,A025,Bangalore,2025-04-27 05:00:00,2025-04-27 06:30:00,2025-04-27 05:23:00,2025-04-27 06:53:00,completed,23,,Circuit
S00660,C154,I004,A015,Chennai,2025-03-16 14:00:00,2025-03-16 15:30:00,2025-03-16 14:19:00,2025-03-16 15:49:00,completed,19,,Night Flying
S00661,C192,I006,A016,Chennai,2025-03-04 12:00:00,2025-03-04 13:30:00,2025-03-04 12:23:00,2025-03-04 13:53:00,completed,23,,Night Flying
S00662,C110,I002,A022,Bangalore,2025-05-07 17:00:00,2025-05-07 18:30:00,2025-05-07 17:12:00,2025-05-07 18:42:00,completed,12,,Night Flying
S00663,C166,I001,A010,Chennai,2025-03-04 07:00:00,2025-03-04 08:30:00,2025-03-04 07:30:00,2025-03-04 09:00:00,delayed,30,,Cross Country
S00664,C174,I020,A008,Bangalore,2025-01-07 08:00:00,2025-01-07 09:30:00,2025-01-07 08:34:00,2025-01-07 10:04:00,completed,34,,General Handling
S00665,C079,I004,A016,Chennai,2025-06-12 18:00:00,2025-06-12 19:30:00,2025-06-12 18:00:00,2025-06-12 19:30:00,completed,0,,General Handling
S00666,C064,I013,A016,Bangalore,2025-01-01 17:00:00,2025-01-01 18:30:00,2025-01-01 17:24:00,2025-01-01 18:54:00,completed,24,,General Handling
S00667,C038,I003,A017,Hyderabad,2025-01-27 08:00:00,2025-01-27 09:30:00,2025-01-27 08:33:00,2025-01-27 10:03:00,completed,33,,Circuit
S00668,C031,I017,A015,Chennai,2025-04-18 12:00:00,2025-04-18 13:30:00,,,cancelled,0,Instructor Unavailable,Navigation
S00669,C165,I008,A017,Mysuru,2025-02-06 16:00:00,2025-02-06 17:30:00,2025-02-06 16:17:00,2025-02-06 17:47:00,completed,17,,Navigation
S00670,C063,I030,A015,Mysuru,2025-01-12 08:00:00,2025-01-12 09:30:00,2025-01-12 08:33:00,2025-01-12 10:03:00,completed,33,,Cross Country
S00671,C083,I015,A017,Bangalore,2025-06-29 10:00:00,2025-06-29 11:30:00,2025-06-29 10:29:00,2025-06-29 11:59:00,completed,29,,Navigation
S00672,C141,I025,A012,Pune,2025-05-29 06:00:00,2025-05-29 07:30:00,2025-05-29 07:34:00,2025-05-29 09:04:00,delayed,94,,Circuit
S00673,C055,I005,A020,Chennai,2025-06-13 18:00:00,2025-06-13 19:30:00,2025-06-13 18:25:00,2025-06-13 19:55:00,completed,25,,Navigation
S00674,C123,I029,A020,Chennai,2025-06-01 14:00:00,2025-06-01 15:30:00,2025-06-01 14:37:00,2025-06-01 16:07:00,delayed,37,,Cross Country
S00675,C009,I028,A025,Bangalore,2025-06-19 07:00:00,2025-06-19 08:30:00,2025-06-19 08:00:00,2025-06-19 09:30:00,delayed,60,,General Handling
S00676,C111,I017,A016,Mysuru,2025-03-08 18:00:00,2025-03-08 19:30:00,2025-03-08 18:20:00,2025-03-08 19:50:00,completed,20,,Cross Country
S00677,C187,I019,A015,Mysuru,2025-06-29 18:00:00,2025-06-29 19:30:00,2025-06-29 18:20:00,2025-06-29 19:50:00,completed,20,,General Handling
S00678,C043,I014,A011,Hyderabad,2025-04-26 09:00:00,2025-04-26 10:30:00,2025-04-26 09:14:00,2025-04-26 10:44:00,completed,14,,Navigation
S00679,C017,I013,A016,Hyderabad,2025-02-21 07:00:00,2025-02-21 08:30:00,,,cancelled,0,Weather,Night Flying
S00680,C080,I017,A015,Chennai,2025-01-28 07:00:00,2025-01-28 08:30:00,,,cancelled,0,Weather,Navigation
S00681,C147,I022,A007,Mysuru,2025-02-12 12:00:00,2025-02-12 13:30:00,2025-02-12 13:29:00,2025-02-12 14:59:00,delayed,89,,General Handling
S00682,C085,I015,A012,Hyderabad,2025-04-15 06:00:00,2025-04-15 07:30:00,2025-04-15 06:34:00,2025-04-15 08:04:00,completed,34,,General Handling
S00683,C141,I003,A013,Pune,2025-02-23 12:00:00,2025-02-23 13:30:00,2025-02-23 12:19:00,2025-02-23 13:49:00,completed,19,,Cross Country
S00684,C083,I024,A017,Bangalore,2025-03-09 18:00:00,2025-03-09 19:30:00,2025-03-09 18:07:00,2025-03-09 19:37:00,completed,7,,Navigation
S00685,C142,I020,A008,Hyderabad,2025-02-10 17:00:00,2025-02-10 18:30:00,2025-02-10 17:19:00,2025-02-10 18:49:00,completed,19,,Night Flying
S00686,C188,I017,A006,Chennai,2025-01-11 08:00:00,2025-01-11 09:30:00,2025-01-11 08:20:00,2025-01-11 09:50:00,completed,20,,Circuit
S00687,C013,I028,A001,Pune,2025-01-24 16:00:00,2025-01-24 17:30:00,,,cancelled,0,Aircraft Defect,Circuit
S00688,C096,I029,A011,Mysuru,2025-04-02 11:00:00,2025-04-02 12:30:00,,,cancelled,0,Aircraft Defect,Night Flying
S00689,C199,I024,A010,Mysuru,2025-01-13 15:00:00,2025-01-13 16:30:00,2025-01-13 15:19:00,2025-01-13 16:49:00,completed,19,,General Handling
S00690,C017,I011,A001,Hyderabad,2025-02-14 05:00:00,2025-02-14 06:30:00,2025-02-14 05:25:00,2025-02-14 06:55:00,completed,25,,Cross Country
S00691,C011,I022,A011,Bangalore,2025-05-23 16:00:00,2025-05-23 17:30:00,2025-05-23 16:35:00,2025-05-23 18:05:00,completed,35,,Circuit
S00692,C098,I009,A017,Hyderabad,2025-01-25 12:00:00,2025-01-25 13:30:00,2025-01-25 12:06:00,2025-01-25 13:36:00,completed,6,,Circuit
S00693,C122,I020,A023,Bangalore,2025-02-01 05:00:00,2025-02-01 06:30:00,2025-02-01 05:37:00,2025-02-01 07:07:00,delayed,37,,Circuit
S00694,C006,I012,A006,Chennai,2025-02-03 08:00:00,2025-02-03 09:30:00,2025-02-03 08:25:00,2025-02-03 09:55:00,completed,25,,General Handling
S00695,C113,I014,A004,Mysuru,2025-06-25 15:00:00,2025-06-25 16:30:00,2025-06-25 15:05:00,2025-06-25 16:35:00,completed,5,,Night Flying
S00696,C011,I009,A012,Bangalore,2025-05-31 09:00:00,2025-05-31 10:30:00,2025-05-31 09:04:00,2025-05-31 10:34:00,completed,4,,Navigation
S00697,C061,I001,A010,Chennai,2025-01-17 08:00:00,2025-01-17 09:30:00,2025-01-17 08:28:00,2025-01-17 09:58:00,completed,28,,Circuit
S00698,C125,I003,A013,Bangalore,2025-01-24 18:00:00,2025-01-24 19:30:00,,,cancelled,0,Weather,General Handling
S00699,C140,I029,A019,Mysuru,2025-02-01 05:00:00,2025-02-01 06:30:00,2025-02-01 05:29:00,2025-02-01 06:59:00,completed,29,,Navigation
S00700,C129,I003,A012,Chennai,2025-02-13 14:00:00,2025-02-13 15:30:00,2025-02-13 15:25:00,2025-02-13 16:55:00,delayed,85,,Cross Country
S00701,C019,I026,A016,Pune,2025-05-08 05:00:00,2025-05-08 06:30:00,2025-05-08 05:24:00,2025-05-08 06:54:00,completed,24,,Cross Country
S00702,C152,I010,A013,Chennai,2025-02-14 10:00:00,2025-02-14 11:30:00,2025-02-14 10:13:00,2025-02-14 11:43:00,completed,13,,Circuit
S00703,C091,I015,A017,Bangalore,2025-03-12 09:00:00,2025-03-12 10:30:00,2025-03-12 09:28:00,2025-03-12 10:58:00,completed,28,,Circuit
S00704,C118,I021,A025,Mysuru,2025-01-09 14:00:00,2025-01-09 15:30:00,2025-01-09 14:39:00,2025-01-09 16:09:00,completed,39,,Night Flying
S00705,C151,I022,A018,Hyderabad,2025-03-04 15:00:00,2025-03-04 16:30:00,2025-03-04 15:18:00,2025-03-04 16:48:00,completed,18,,Cross Country
S00706,C001,I005,A008,Bangalore,2025-04-16 13:00:00,2025-04-16 14:30:00,2025-04-16 13:30:00,2025-04-16 15:00:00,completed,30,,Navigation
S00707,C147,I001,A024,Mysuru,2025-01-23 09:00:00,2025-01-23 10:30:00,2025-01-23 09:24:00,2025-01-23 10:54:00,completed,24,,Circuit
S00708,C038,I015,A001,Hyderabad,2025-04-18 08:00:00,2025-04-18 09:30:00,2025-04-18 08:33:00,2025-04-18 10:03:00,completed,33,,Circuit
S00709,C045,I003,A012,Hyderabad,2025-06-11 17:00:00,2025-06-11 18:30:00,2025-06-11 17:34:00,2025-06-11 19:04:00,completed,34,,Navigation
S00710,C081,I022,A023,Chennai,2025-04-08 17:00:00,2025-04-08 18:30:00,2025-04-08 17:22:00,2025-04-08 18:52:00,completed,22,,Cross Country
S00711,C195,I025,A012,Chennai,2025-05-20 17:00:00,2025-05-20 18:30:00,2025-05-20 17:31:00,2025-05-20 19:01:00,completed,31,,General Handling
S00712,C173,I001,A001,Chennai,2025-05-25 13:00:00,2025-05-25 14:30:00,2025-05-25 13:20:00,2025-05-25 14:50:00,completed,20,,Cross Country
S00713,C191,I011,A017,Chennai,2025-03-11 07:00:00,2025-03-11 08:30:00,2025-03-11 07:01:00,2025-03-11 08:31:00,completed,1,,General Handling
S00714,C047,I019,A006,Hyderabad,2025-06-02 08:00:00,2025-06-02 09:30:00,2025-06-02 08:33:00,2025-06-02 10:03:00,delayed,33,,General Handling
S00715,C025,I010,A025,Bangalore,2025-01-15 17:00:00,2025-01-15 18:30:00,2025-01-15 17:30:00,2025-01-15 19:00:00,completed,30,,Night Flying
S00716,C105,I016,A013,Bangalore,2025-04-02 17:00:00,2025-04-02 18:30:00,2025-04-02 17:37:00,2025-04-02 19:07:00,completed,37,,Circuit
S00717,C053,I011,A001,Hyderabad,2025-02-10 06:00:00,2025-02-10 07:30:00,2025-02-10 07:01:00,2025-02-10 08:31:00,delayed,61,,Circuit
S00718,C101,I029,A020,Chennai,2025-03-10 13:00:00,2025-03-10 14:30:00,2025-03-10 13:03:00,2025-03-10 14:33:00,completed,3,,Circuit
S00719,C190,I009,A010,Chennai,2025-05-28 18:00:00,2025-05-28 19:30:00,2025-05-28 18:24:00,2025-05-28 19:54:00,completed,24,,General Handling
S00720,C029,I019,A015,Bangalore,2025-02-14 07:00:00,2025-02-14 08:30:00,2025-02-14 07:15:00,2025-02-14 08:45:00,completed,15,,Night Flying
S00721,C024,I016,A025,Bangalore,2025-03-23 17:00:00,2025-03-23 18:30:00,2025-03-23 17:22:00,2025-03-23 18:52:00,completed,22,,Night Flying
S00722,C157,I023,A015,Pune,2025-01-08 16:00:00,2025-01-08 17:30:00,2025-01-08 16:22:00,2025-01-08 17:52:00,completed,22,,Night Flying
S00723,C023,I015,A010,Pune,2025-05-25 07:00:00,2025-05-25 08:30:00,2025-05-25 07:36:00,2025-05-25 09:06:00,completed,36,,Circuit
S00724,C003,I005,A023,Mysuru,2025-05-07 13:00:00,2025-05-07 14:30:00,,,cancelled,0,Aircraft Defect,General Handling
S00725,C122,I018,A017,Bangalore,2025-02-14 12:00:00,2025-02-14 13:30:00,,,cancelled,0,Weather,Navigation
S00726,C143,I022,A023,Chennai,2025-01-24 05:00:00,2025-01-24 06:30:00,2025-01-24 05:14:00,2025-01-24 06:44:00,completed,14,,Night Flying
S00727,C168,I008,A013,Pune,2025-02-26 05:00:00,2025-02-26 06:30:00,2025-02-26 05:33:00,2025-02-26 07:03:00,completed,33,,Cross Country
S00728,C026,I026,A015,Mysuru,2025-01-01 10:00:00,2025-01-01 11:30:00,2025-01-01 10:39:00,2025-01-01 12:09:00,completed,39,,Circuit
S00729,C023,I028,A012,Pune,2025-02-03 10:00:00,2025-02-03 11:30:00,,,cancelled,0,ATC Restriction,Circuit
S00730,C155,I002,A014,Bangalore,2025-03-24 05:00:00,2025-03-24 06:30:00,2025-03-24 05:32:00,2025-03-24 07:02:00,delayed,32,,Circuit
S00731,C198,I012,A016,Hyderabad,2025-05-31 16:00:00,2025-05-31 17:30:00,,,cancelled,0,Weather,Circuit
S00732,C042,I030,A016,Chennai,2025-01-29 18:00:00,2025-01-29 19:30:00,,,cancelled,0,Weather,Night Flying
S00733,C086,I006,A015,Chennai,2025-04-04 06:00:00,2025-04-04 07:30:00,2025-04-04 06:23:00,2025-04-04 07:53:00,completed,23,,Cross Country
S00734,C125,I002,A020,Bangalore,2025-05-31 06:00:00,2025-05-31 07:30:00,2025-05-31 06:21:00,2025-05-31 07:51:00,completed,21,,General Handling
S00735,C098,I019,A006,Hyderabad,2025-03-24 07:00:00,2025-03-24 08:30:00,2025-03-24 07:10:00,2025-03-24 08:40:00,completed,10,,Cross Country
S00736,C044,I022,A022,Pune,2025-06-13 12:00:00,2025-06-13 13:30:00,2025-06-13 13:53:00,2025-06-13 15:23:00,delayed,113,,General Handling
S00737,C080,I001,A001,Chennai,2025-02-14 16:00:00,2025-02-14 17:30:00,2025-02-14 16:35:00,2025-02-14 18:05:00,completed,35,,Night Flying
S00738,C082,I022,A022,Pune,2025-04-02 08:00:00,2025-04-02 09:30:00,,,cancelled,0,ATC Restriction,Night Flying
S00739,C176,I002,A019,Chennai,2025-02-14 11:00:00,2025-02-14 12:30:00,2025-02-14 11:19:00,2025-02-14 12:49:00,completed,19,,General Handling
S00740,C068,I010,A010,Pune,2025-02-02 07:00:00,2025-02-02 08:30:00,2025-02-02 07:00:00,2025-02-02 08:30:00,completed,0,,Night Flying
S00741,C149,I017,A016,Chennai,2025-04-11 18:00:00,2025-04-11 19:30:00,2025-04-11 18:36:00,2025-04-11 20:06:00,completed,36,,Navigation
S00742,C126,I011,A001,Bangalore,2025-02-16 14:00:00,2025-02-16 15:30:00,2025-02-16 14:20:00,2025-02-16 15:50:00,completed,20,,Night Flying
S00743,C120,I029,A022,Hyderabad,2025-02-26 15:00:00,2025-02-26 16:30:00,2025-02-26 16:42:00,2025-02-26 18:12:00,delayed,102,,Navigation
S00744,C178,I025,A017,Hyderabad,2025-05-08 07:00:00,2025-05-08 08:30:00,2025-05-08 08:12:00,2025-05-08 09:42:00,delayed,72,,Navigation
S00745,C048,I025,A024,Pune,2025-03-02 10:00:00,2025-03-02 11:30:00,2025-03-02 10:20:00,2025-03-02 11:50:00,completed,20,,Circuit
S00746,C166,I015,A012,Chennai,2025-06-12 06:00:00,2025-06-12 07:30:00,2025-06-12 06:40:00,2025-06-12 08:10:00,completed,40,,General Handling
S00747,C072,I009,A013,Hyderabad,2025-04-25 05:00:00,2025-04-25 06:30:00,2025-04-25 05:16:00,2025-04-25 06:46:00,completed,16,,Circuit
S00748,C152,I005,A007,Chennai,2025-03-05 16:00:00,2025-03-05 17:30:00,2025-03-05 16:04:00,2025-03-05 17:34:00,completed,4,,General Handling
S00749,C107,I024,A025,Hyderabad,2025-03-07 17:00:00,2025-03-07 18:30:00,2025-03-07 17:06:00,2025-03-07 18:36:00,completed,6,,Navigation
S00750,C170,I002,A019,Pune,2025-01-13 11:00:00,2025-01-13 12:30:00,,,cancelled,0,Aircraft Defect,Cross Country
S00751,C061,I015,A010,Chennai,2025-04-18 07:00:00,2025-04-18 08:30:00,2025-04-18 07:26:00,2025-04-18 08:56:00,completed,26,,Cross Country
S00752,C180,I019,A006,Hyderabad,2025-04-07 10:00:00,2025-04-07 11:30:00,2025-04-07 11:39:00,2025-04-07 13:09:00,delayed,99,,Cross Country
S00753,C114,I008,A013,Pune,2025-01-26 18:00:00,2025-01-26 19:30:00,2025-01-26 18:30:00,2025-01-26 20:00:00,completed,30,,Night Flying
S00754,C105,I028,A024,Bangalore,2025-06-16 17:00:00,2025-06-16 18:30:00,,,cancelled,0,Aircraft Defect,Circuit
S00755,C001,I014,A019,Bangalore,2025-02-11 12:00:00,2025-02-11 13:30:00,2025-02-11 12:04:00,2025-02-11 13:34:00,completed,4,,Navigation
S00756,C197,I019,A015,Pune,2025-03-17 05:00:00,2025-03-17 06:30:00,2025-03-17 05:20:00,2025-03-17 06:50:00,completed,20,,General Handling
S00757,C017,I029,A009,Hyderabad,2025-01-27 06:00:00,2025-01-27 07:30:00,2025-01-27 07:13:00,2025-01-27 08:43:00,delayed,73,,Circuit
S00758,C048,I013,A015,Pune,2025-04-07 07:00:00,2025-04-07 08:30:00,2025-04-07 07:04:00,2025-04-07 08:34:00,completed,4,,Night Flying
S00759,C176,I026,A015,Chennai,2025-01-24 10:00:00,2025-01-24 11:30:00,,,cancelled,0,ATC Restriction,Night Flying
S00760,C176,I008,A024,Chennai,2025-06-07 12:00:00,2025-06-07 13:30:00,2025-06-07 12:01:00,2025-06-07 13:31:00,completed,1,,Cross Country
S00761,C153,I009,A013,Hyderabad,2025-06-17 07:00:00,2025-06-17 08:30:00,2025-06-17 07:38:00,2025-06-17 09:08:00,completed,38,,Cross Country
S00762,C063,I011,A017,Mysuru,2025-02-10 05:00:00,2025-02-10 06:30:00,2025-02-10 05:06:00,2025-02-10 06:36:00,completed,6,,General Handling
S00763,C063,I025,A013,Mysuru,2025-02-22 08:00:00,2025-02-22 09:30:00,2025-02-22 09:22:00,2025-02-22 10:52:00,delayed,82,,Night Flying
S00764,C116,I029,A011,Hyderabad,2025-05-19 09:00:00,2025-05-19 10:30:00,,,cancelled,0,Weather,General Handling
S00765,C187,I024,A025,Mysuru,2025-03-18 08:00:00,2025-03-18 09:30:00,2025-03-18 08:42:00,2025-03-18 10:12:00,delayed,42,,Navigation
S00766,C040,I016,A013,Mysuru,2025-04-11 14:00:00,2025-04-11 15:30:00,2025-04-11 15:40:00,2025-04-11 17:10:00,delayed,100,,Cross Country
S00767,C172,I029,A008,Chennai,2025-02-09 05:00:00,2025-02-09 06:30:00,2025-02-09 05:23:00,2025-02-09 06:53:00,completed,23,,Navigation
S00768,C048,I029,A019,Pune,2025-04-20 06:00:00,2025-04-20 07:30:00,2025-04-20 06:18:00,2025-04-20 07:48:00,completed,18,,Night Flying
S00769,C073,I027,A016,Pune,2025-05-03 08:00:00,2025-05-03 09:30:00,2025-05-03 08:06:00,2025-05-03 09:36:00,completed,6,,Navigation
S00770,C004,I012,A016,Mysuru,2025-02-22 07:00:00,2025-02-22 08:30:00,2025-02-22 07:40:00,2025-02-22 09:10:00,completed,40,,General Handling
S00771,C140,I008,A012,Mysuru,2025-01-21 12:00:00,2025-01-21 13:30:00,2025-01-21 12:07:00,2025-01-21 13:37:00,completed,7,,General Handling
S00772,C161,I003,A025,Bangalore,2025-04-12 12:00:00,2025-04-12 13:30:00,2025-04-12 13:32:00,2025-04-12 15:02:00,delayed,92,,General Handling
S00773,C091,I030,A015,Bangalore,2025-01-24 15:00:00,2025-01-24 16:30:00,2025-01-24 15:34:00,2025-01-24 17:04:00,completed,34,,Cross Country
S00774,C172,I028,A025,Chennai,2025-02-17 10:00:00,2025-02-17 11:30:00,2025-02-17 11:18:00,2025-02-17 12:48:00,delayed,78,,General Handling
S00775,C157,I014,A021,Pune,2025-02-17 12:00:00,2025-02-17 13:30:00,2025-02-17 12:02:00,2025-02-17 13:32:00,completed,2,,General Handling
S00776,C116,I010,A013,Hyderabad,2025-04-23 12:00:00,2025-04-23 13:30:00,,,cancelled,0,Aircraft Defect,General Handling
S00777,C068,I018,A017,Pune,2025-02-27 18:00:00,2025-02-27 19:30:00,2025-02-27 18:17:00,2025-02-27 19:47:00,completed,17,,Night Flying
S00778,C052,I016,A001,Hyderabad,2025-01-16 07:00:00,2025-01-16 08:30:00,2025-01-16 07:06:00,2025-01-16 08:36:00,completed,6,,Navigation
S00779,C125,I030,A016,Bangalore,2025-06-21 10:00:00,2025-06-21 11:30:00,,,cancelled,0,Weather,Night Flying
S00780,C167,I021,A012,Bangalore,2025-04-16 17:00:00,2025-04-16 18:30:00,2025-04-16 17:37:00,2025-04-16 19:07:00,completed,37,,Circuit
S00781,C048,I014,A008,Pune,2025-05-22 05:00:00,2025-05-22 06:30:00,2025-05-22 05:24:00,2025-05-22 06:54:00,completed,24,,Night Flying
S00782,C153,I016,A013,Hyderabad,2025-04-18 13:00:00,2025-04-18 14:30:00,,,cancelled,0,Weather,Cross Country
S00783,C196,I016,A001,Hyderabad,2025-05-27 08:00:00,2025-05-27 09:30:00,2025-05-27 08:30:00,2025-05-27 10:00:00,completed,30,,General Handling
S00784,C185,I024,A010,Hyderabad,2025-01-21 11:00:00,2025-01-21 12:30:00,,,cancelled,0,Weather,Navigation
S00785,C101,I005,A018,Chennai,2025-05-09 14:00:00,2025-05-09 15:30:00,2025-05-09 15:36:00,2025-05-09 17:06:00,delayed,96,,Night Flying
S00786,C014,I006,A016,Pune,2025-06-23 14:00:00,2025-06-23 15:30:00,2025-06-23 14:09:00,2025-06-23 15:39:00,completed,9,,Navigation
S00787,C053,I017,A016,Hyderabad,2025-04-25 07:00:00,2025-04-25 08:30:00,2025-04-25 07:10:00,2025-04-25 08:40:00,completed,10,,Circuit
S00788,C160,I018,A012,Bangalore,2025-02-19 07:00:00,2025-02-19 08:30:00,2025-02-19 07:02:00,2025-02-19 08:32:00,completed,2,,Cross Country
S00789,C170,I001,A024,Pune,2025-01-21 15:00:00,2025-01-21 16:30:00,2025-01-21 16:25:00,2025-01-21 17:55:00,delayed,85,,Circuit
S00790,C099,I005,A018,Hyderabad,2025-06-10 07:00:00,2025-06-10 08:30:00,2025-06-10 08:46:00,2025-06-10 10:16:00,delayed,106,,General Handling
S00791,C016,I012,A015,Hyderabad,2025-03-23 16:00:00,2025-03-23 17:30:00,2025-03-23 16:04:00,2025-03-23 17:34:00,completed,4,,Navigation
S00792,C176,I020,A022,Chennai,2025-04-10 13:00:00,2025-04-10 14:30:00,,,cancelled,0,Weather,Cross Country
S00793,C102,I009,A013,Pune,2025-05-22 10:00:00,2025-05-22 11:30:00,2025-05-22 10:17:00,2025-05-22 11:47:00,completed,17,,Night Flying
S00794,C016,I010,A010,Hyderabad,2025-04-28 18:00:00,2025-04-28 19:30:00,,,cancelled,0,Weather,Navigation
S00795,C067,I024,A012,Pune,2025-06-29 14:00:00,2025-06-29 15:30:00,,,cancelled,0,Aircraft Defect,Night Flying
S00796,C043,I029,A019,Hyderabad,2025-05-14 17:00:00,2025-05-14 18:30:00,2025-05-14 17:26:00,2025-05-14 18:56:00,completed,26,,Navigation
S00797,C055,I009,A017,Chennai,2025-04-17 07:00:00,2025-04-17 08:30:00,2025-04-17 07:09:00,2025-04-17 08:39:00,completed,9,,Night Flying
S00798,C141,I012,A015,Pune,2025-05-31 14:00:00,2025-05-31 15:30:00,2025-05-31 14:06:00,2025-05-31 15:36:00,completed,6,,Navigation
S00799,C086,I005,A022,Chennai,2025-05-25 17:00:00,2025-05-25 18:30:00,2025-05-25 17:42:00,2025-05-25 19:12:00,delayed,42,,General Handling
S00800,C076,I011,A013,Bangalore,2025-05-18 10:00:00,2025-05-18 11:30:00,,,cancelled,0,Weather,Cross Country
S00801,C175,I006,A016,Hyderabad,2025-03-09 11:00:00,2025-03-09 12:30:00,,,cancelled,0,Aircraft Defect,Cross Country
S00802,C154,I027,A006,Chennai,2025-05-27 14:00:00,2025-05-27 15:30:00,2025-05-27 14:30:00,2025-05-27 16:00:00,completed,30,,Navigation
S00803,C090,I015,A001,Bangalore,2025-02-14 09:00:00,2025-02-14 10:30:00,2025-02-14 09:25:00,2025-02-14 10:55:00,completed,25,,Circuit
S00804,C055,I014,A007,Chennai,2025-06-08 14:00:00,2025-06-08 15:30:00,,,cancelled,0,Weather,Cross Country
S00805,C134,I027,A016,Bangalore,2025-01-10 11:00:00,2025-01-10 12:30:00,,,cancelled,0,Weather,General Handling
S00806,C081,I006,A016,Chennai,2025-06-26 08:00:00,2025-06-26 09:30:00,2025-06-26 08:36:00,2025-06-26 10:06:00,delayed,36,,Cross Country
S00807,C154,I011,A024,Chennai,2025-03-10 10:00:00,2025-03-10 11:30:00,2025-03-10 10:01:00,2025-03-10 11:31:00,completed,1,,General Handling
S00808,C073,I024,A013,Pune,2025-03-19 09:00:00,2025-03-19 10:30:00,2025-03-19 09:17:00,2025-03-19 10:47:00,completed,17,,Cross Country
S00809,C195,I019,A006,Chennai,2025-06-28 15:00:00,2025-06-28 16:30:00,2025-06-28 15:42:00,2025-06-28 17:12:00,delayed,42,,Circuit
S00810,C077,I024,A017,Pune,2025-02-04 09:00:00,2025-02-04 10:30:00,2025-02-04 10:26:00,2025-02-04 11:56:00,delayed,86,,General Handling
S00811,C193,I009,A024,Chennai,2025-03-10 16:00:00,2025-03-10 17:30:00,2025-03-10 17:23:00,2025-03-10 18:53:00,delayed,83,,Night Flying
S00812,C192,I016,A017,Chennai,2025-06-15 06:00:00,2025-06-15 07:30:00,2025-06-15 06:12:00,2025-06-15 07:42:00,completed,12,,Cross Country
